('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The bear visits the cat.', 'The bear likes the squirrel.', False)
('The cat is nice.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is nice.', 'The cat is is is is is is is is is is is is is is is i', False)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The mouse is funny.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is funny.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The leopard chases the mouse.', 'The leopard visits the cat.', False)
('The leopard chases the mouse.', 'The leopard visits the cat.', False)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The falcon is dull.', 'The falcon is dull.', True)
('The falcon is dull.', 'The falcon is dull.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The cat is small.', 'The cat is small.', True)
('The cat is small.', 'The cat is small.', True)
('The falcon visits the cat.', 'The falcon needs the rabbit.', False)
('The falcon visits the cat.', 'The falcon needs the rabbit.', False)
('The hamster is kind.', 'The hamster is kind.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The rabbit is cute.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is cute.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The bear chases the rabbit.', 'The bear is chases the hamster.', False)
('The bear chases the rabbit.', 'The bear is chases the hamster.', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The wolf is tired.', 'The wolf is tired.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The dog is cute.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is cute.', 'The dog is are are are are are are are are are are are are are are are', False)
('The wolf sees the dog.', 'The wolf is likes the rabbit.', False)
('The wolf sees the dog.', 'The wolf is likes the rabbit.', False)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The bear is slow.', 'The bear is and dull.', False)
('The bear is slow.', 'The bear is and dull.', False)
('The tiger is fierce.', 'The tiger is fierce.', True)
('The tiger is fierce.', 'The tiger is fierce.', True)
('The cat is beautiful.', 'The cat is are are are are are are are are are are are are are are are', False)
('The cat is beautiful.', 'The cat is are are are are are are are are are are are are are are are', False)
('The bear chases the cat.', 'The bear is and reckless.', False)
('The bear chases the cat.', 'The bear is and reckless.', False)
('The mouse is smart.', 'The mouse is kind.', False)
('The mouse is smart.', 'The mouse is kind.', False)
('The bald eagle is tired.', 'The bald eagle is sleepy.', False)
('The bald eagle is tired.', 'The bald eagle is sleepy.', False)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The squirrel is cute.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The squirrel is cute.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The bald eagle visits the squirrel.', 'The bald eagle is visits the slow.', False)
('The bald eagle visits the squirrel.', 'The bald eagle is visits the slow.', False)
('The mouse is quiet.', 'The mouse is is is is is is is quiet.', False)
('The mouse is quiet.', 'The mouse is is is is is is is is is is is quiet.', False)
('The crocodile is slow.', 'The crocodile is and are and is and are and is and are an', False)
('The crocodile is slow.', 'The crocodile is and are and is and is and is and is an', False)
('The snake is big.', 'The snake is big.', True)
('The snake is big.', 'The snake is big.', True)
('The dog is furry.', 'The dog is beautiful.', False)
('The dog is furry.', 'The dog is beautiful.', False)
('The crocodile likes the dog.', 'The crocodile sees the mouse.', False)
('The crocodile likes the dog.', 'The crocodile sees the mouse.', False)
('The cat is round.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is round.', 'The cat is is is is is is is is is is is is is is is i', False)
('The lion is angry.', 'The lion is angry.', True)
('The lion is angry.', 'The lion is angry.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The hamster is small.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is small.', 'The hamster is are are are are are are are are are are are are are', False)
('The lion attacks the hamster.', 'The lion attacks the hamster.', True)
('The lion attacks the hamster.', 'The lion attacks the hamster.', True)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The lion is strong.', 'The lion is obese.', False)
('The lion is strong.', 'The lion is obese.', False)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The cheetah visits the mouse.', 'The cheetah visits the mouse.', True)
('The cheetah visits the mouse.', 'The cheetah visits the mouse.', True)
('The squirrel is round.', 'The squirrel is kind.', False)
('The squirrel is round.', 'The squirrel is kind.', False)
('The falcon is lazy.', 'The falcon is sleepy.', False)
('The falcon is lazy.', 'The falcon is sleepy.', False)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The falcon needs the mouse.', 'The falcon chases the squirrel.', False)
('The falcon needs the mouse.', 'The falcon chases the squirrel.', False)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The lion is angry.', 'The lion is angry.', True)
('The lion is angry.', 'The lion is angry.', True)
('The dinosaur is strong.', 'The dinosaur is obese.', False)
('The dinosaur is strong.', 'The dinosaur is obese.', False)
('The rabbit is small.', 'The rabbit is beautiful.', False)
('The rabbit is small.', 'The rabbit is beautiful.', False)
('The lion attacks the rabbit.', 'The lion chases the dog.', False)
('The lion attacks the rabbit.', 'The lion chases the dog.', False)
('The hamster is quiet.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is quiet.', 'The hamster is are are are are are are are are are are are are are', False)
('The wolf is reckless.', 'The wolf is tired.', False)
('The wolf is reckless.', 'The wolf is tired.', False)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The wolf sees the squirrel.', 'The wolf is and the wolf is and the wolf is and the wol', False)
('The wolf sees the squirrel.', 'The wolf is and the wolf is and the wolf is and the wol', False)
('The dog is round.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is round.', 'The dog is are are are are are are are are are are are are are are are', False)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The mouse is furry.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The mouse is furry.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The falcon needs the mouse.', 'The falcon visits the dog.', False)
('The falcon needs the mouse.', 'The falcon visits the dog.', False)
('The cat is round.', 'The cat is are are are are are are are are are are are are are are are', False)
('The cat is round.', 'The cat is are are are are are are are are are are are are are are are', False)
('The falcon is slow.', 'The falcon is slow.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The rabbit is cute.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is cute.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The falcon sees the rabbit.', 'The falcon is boring.', False)
('The falcon sees the rabbit.', 'The falcon is boring.', False)
('The hamster is smart.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is smart.', 'The hamster is are are are are are are are are are are are are are', False)
('The lion is tired.', 'The lion is tired.', True)
('The lion is tired.', 'The lion is tired.', True)
('The snake is obese.', 'The snake is obese.', True)
('The snake is obese.', 'The snake is obese.', True)
('The mouse is cute.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is cute.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The lion needs the mouse.', 'The lion is and the lion is and the lazy.', False)
('The lion needs the mouse.', 'The lion is and the lion is and the lazy.', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The bear is boring.', 'The bear is boring.', True)
('The bear is boring.', 'The bear is boring.', True)
('The lion is strong.', 'The lion is obese.', False)
('The lion is strong.', 'The lion is obese.', False)
('The hamster is funny.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is funny.', 'The hamster is is is is is is is is is is is is is i', False)
('The bear chases the hamster.', 'The bear chases the hamster.', True)
('The bear chases the hamster.', 'The bear chases the hamster.', True)
('The mouse is quiet.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is quiet.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The rabbit is furry.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is furry.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The crocodile likes the rabbit.', 'The crocodile likes the rabbit.', True)
('The crocodile likes the rabbit.', 'The crocodile likes the rabbit.', True)
('The mouse is round.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is round.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The falcon is dull.', 'The falcon is tired.', False)
('The falcon is dull.', 'The falcon is tired.', False)
('The bald eagle is obese.', 'The bald eagle is obese.', True)
('The bald eagle is obese.', 'The bald eagle is obese.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The falcon sees the squirrel.', 'The falcon is chases the rough.', False)
('The falcon sees the squirrel.', 'The falcon is chases the rough.', False)
('The rabbit is nice.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is nice.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The crocodile is dull.', 'The crocodile is boring.', False)
('The crocodile is dull.', 'The crocodile is boring.', False)
('The bear is strong.', 'The bear is strong.', True)
('The bear is strong.', 'The bear is strong.', True)
('The hamster is small.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is small.', 'The hamster is cute.', False)
('The crocodile sees the hamster.', 'The crocodile is likes the hamster.', False)
('The crocodile sees the hamster.', 'The crocodile is likes the hamster.', False)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The cheetah is lazy.', 'The cheetah is sleepy.', False)
('The cheetah is lazy.', 'The cheetah is sleepy.', False)
('The lion is obese.', 'The lion is awful.', False)
('The lion is obese.', 'The lion is awful.', False)
('The hamster is adorable.', 'The hamster is beautiful.', False)
('The hamster is adorable.', 'The hamster is beautiful.', False)
('The cheetah visits the hamster.', 'The cheetah needs the mouse.', False)
('The cheetah visits the hamster.', 'The cheetah needs the mouse.', False)
('The rabbit is quiet.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is quiet.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The tiger is angry.', 'The tiger is sleepy.', False)
('The tiger is angry.', 'The tiger is sleepy.', False)
('The leopard is big.', 'The leopard is big.', True)
('The leopard is big.', 'The leopard is big.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The tiger likes the squirrel.', 'The tiger is likes the rabbit.', False)
('The tiger likes the squirrel.', 'The tiger is likes the rabbit.', False)
('The hamster is quiet.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is quiet.', 'The hamster is are are are are are are are are are are are are are', False)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The rabbit is small.', 'The rabbit is small.', True)
('The rabbit is small.', 'The rabbit is small.', True)
('The wolf visits the rabbit.', 'The wolf is visits the hamster.', False)
('The wolf visits the rabbit.', 'The wolf is visits the hamster.', False)
('The mouse is quiet.', 'The mouse is kind.', False)
('The mouse is quiet.', 'The mouse is is kind.', False)
('The crocodile is slow.', 'The crocodile is boring.', False)
('The crocodile is slow.', 'The crocodile is boring.', False)
('The bear is strong.', 'The bear is and awful.', False)
('The bear is strong.', 'The bear is and awful.', False)
('The hamster is beautiful.', 'The hamster is adorable.', False)
('The hamster is beautiful.', 'The hamster is adorable.', False)
('The crocodile needs the hamster.', 'The crocodile needs the hamster.', True)
('The crocodile needs the hamster.', 'The crocodile needs the hamster.', True)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The wolf is slow.', 'The wolf is dull.', False)
('The wolf is slow.', 'The wolf is dull.', False)
('The lion is big.', 'The lion is big.', True)
('The lion is big.', 'The lion is big.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The wolf sees the squirrel.', 'The wolf is sees the rough.', False)
('The wolf sees the squirrel.', 'The wolf is sees the rough.', False)
('The mouse is round.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is round.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The bear is big.', 'The bear is big.', True)
('The bear is big.', 'The bear is big.', True)
('The squirrel is small.', 'The squirrel is beautiful.', False)
('The squirrel is small.', 'The squirrel is beautiful.', False)
('The crocodile chases the squirrel.', 'The crocodile chases the squirrel.', True)
('The crocodile chases the squirrel.', 'The crocodile chases the squirrel.', True)
('The cat is smart.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is smart.', 'The cat is is is is is is is is is is is is is is is i', False)
('The wolf is tired.', 'The wolf is tired.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The lion is big.', 'The lion is obese.', False)
('The lion is big.', 'The lion is obese.', False)
('The hamster is cute.', 'The hamster is beautiful.', False)
('The hamster is cute.', 'The hamster is beautiful.', False)
('The wolf likes the hamster.', 'The wolf is likes the hamster.', False)
('The wolf likes the hamster.', 'The wolf is likes the hamster.', False)
('The hamster is kind.', 'The hamster is kind.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The tiger is angry.', 'The tiger is reckless.', False)
('The tiger is angry.', 'The tiger is reckless.', False)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The mouse is furry.', 'The mouse is cute.', False)
('The mouse is furry.', 'The mouse is cute.', False)
('The tiger chases the mouse.', 'The tiger is and are and are and is and are and is and are an', False)
('The tiger chases the mouse.', 'The tiger is and are and are and is and are and is and are an', False)
('The rabbit is nice.', 'The rabbit is kind.', False)
('The rabbit is nice.', 'The rabbit is kind.', False)
('The bald eagle is tired.', 'The bald eagle is boring.', False)
('The bald eagle is tired.', 'The bald eagle is boring.', False)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The bald eagle chases the squirrel.', 'The bald eagle likes the rabbit.', False)
('The bald eagle chases the squirrel.', 'The bald eagle likes the rabbit.', False)
('The squirrel is round.', 'The squirrel is kind.', False)
('The squirrel is round.', 'The squirrel is kind.', False)
('The lion is lazy.', 'The lion is boring.', False)
('The lion is lazy.', 'The lion is boring.', False)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The lion visits the dog.', 'The lion is and reckless.', False)
('The lion visits the dog.', 'The lion is likes the squirrel.', False)
('The mouse is quiet.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The mouse is quiet.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The lion is heavy.', 'The lion is heavy.', True)
('The lion is heavy.', 'The lion is heavy.', True)
('The rabbit is adorable.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is adorable.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The falcon chases the rabbit.', 'The falcon likes the mouse.', False)
('The falcon chases the rabbit.', 'The falcon likes the mouse.', False)
('The cat is round.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is round.', 'The cat is is is is is is is is is is is is is is is i', False)
('The crocodile is rough.', 'The crocodile is rough.', True)
('The crocodile is rough.', 'The crocodile is rough.', True)
('The lion is obese.', 'The lion is obese.', True)
('The lion is obese.', 'The lion is obese.', True)
('The dog is lovely.', 'The dog is beautiful.', False)
('The dog is lovely.', 'The dog is beautiful.', False)
('The crocodile chases the dog.', 'The crocodile visits the cat.', False)
('The crocodile chases the dog.', 'The crocodile visits the cat.', False)
('The cat is kind.', 'The cat is are are are are are are are are are are are are are are are', False)
('The cat is kind.', 'The cat is are are are are are are are are are are are are are are are', False)
('The leopard is angry.', 'The leopard is sleepy.', False)
('The leopard is angry.', 'The leopard is sleepy.', False)
('The cheetah is big.', 'The cheetah is big.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The squirrel is small.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The squirrel is small.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The leopard attacks the squirrel.', 'The leopard is attacks the rabbit.', False)
('The leopard attacks the squirrel.', 'The leopard is attacks the rabbit.', False)
('The hamster is nice.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is nice.', 'The hamster is is is is is is is is is is is is is i', False)
('The dinosaur is boring.', 'The dinosaur is boring.', True)
('The dinosaur is boring.', 'The dinosaur is boring.', True)
('The cheetah is big.', 'The cheetah is awful.', False)
('The cheetah is big.', 'The cheetah is awful.', False)
('The mouse is furry.', 'The mouse is adorable.', False)
('The mouse is furry.', 'The mouse is adorable.', False)
('The dinosaur sees the mouse.', 'The dinosaur is sleepy.', False)
('The dinosaur sees the mouse.', 'The dinosaur is sleepy.', False)
('The rabbit is round.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is round.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The lion is dull.', 'The lion is reckless.', False)
('The lion is dull.', 'The lion is reckless.', False)
('The snake is big.', 'The snake is big.', True)
('The snake is big.', 'The snake is big.', True)
('The cat is cute.', 'The cat is beautiful.', False)
('The cat is cute.', 'The cat is beautiful.', False)
('The lion chases the cat.', 'The lion is chases the rough.', False)
('The lion chases the cat.', 'The lion is chases the rough.', False)
('The mouse is quiet.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is quiet.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The tiger is angry.', 'The tiger is dull.', False)
('The tiger is angry.', 'The tiger is dull.', False)
('The crocodile is big.', 'The crocodile is the crocodile is the cr', False)
('The crocodile is big.', 'The crocodile is the crocodile is the cr', False)
('The dog is funny.', 'The dog is is is is is is is is is is is is is is is i', False)
('The dog is funny.', 'The dog is is is is is is is is is is is is is is is i', False)
('The tiger needs the dog.', 'The tiger needs the dog.', True)
('The tiger needs the dog.', 'The tiger needs the dog.', True)
('The hamster is kind.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is kind.', 'The hamster is are are are are are are are are are are are are are', False)
('The tiger is tired.', 'The tiger is boring.', False)
('The tiger is tired.', 'The tiger is boring.', False)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The cat is funny.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is funny.', 'The cat is is is is is is is is is is is is is is is i', False)
('The tiger attacks the cat.', 'The tiger is chases the hamster.', False)
('The tiger attacks the cat.', 'The tiger is chases the hamster.', False)
('The rabbit is kind.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is kind.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The lion is lazy.', 'The lion is lazy.', True)
('The lion is lazy.', 'The lion is lazy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cat is lovely.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is lovely.', 'The cat is is is is is is is is beautiful.', False)
('The lion sees the cat.', 'The lion sees the cat.', True)
('The lion sees the cat.', 'The lion sees the cat.', True)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The bald eagle is boring.', 'The bald eagle is boring.', True)
('The bald eagle is boring.', 'The bald eagle is boring.', True)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is awful.', True)
('The squirrel is furry.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is furry.', 'The squirrel is are are are are are are are are are are are are are are are', False)
