('The dog is round.', 'The dog is round.', True)
('The dinosaur is obese.', 'The dinosaur is boring.', False)
('The dinosaur is obese.', 'The dinosaur is boring.', False)
('The cat is funny.', 'The cat is adorable.', False)
('The cat is funny.', 'The cat is nice.', False)
('The lion likes the cat.', 'The lion likes the cat.', True)
('The lion likes the cat.', 'The lion likes the cat.', True)
('The hamster is smart.', 'The hamster is beautiful.', False)
('The hamster is smart.', 'The hamster is beautiful.', False)
('The bald eagle is dull.', 'The bald eagle is smart.', False)
('The bald eagle is dull.', 'The bald eagle is smart.', False)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The bald eagle needs the squirrel.', 'The bald eagle needs the squirrel.', True)
('The bald eagle needs the squirrel.', 'The bald eagle needs the squirrel.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The wolf is angry.', 'The wolf is nice.', False)
('The wolf is angry.', 'The wolf is angry.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The dog is funny.', 'The dog is smart.', False)
('The dog is funny.', 'The dog is smart.', False)
('The wolf sees the dog.', 'The wolf sees the dog.', True)
('The wolf sees the dog.', 'The wolf sees the dog.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The wolf is rough.', 'The wolf is round.', False)
('The wolf is rough.', 'The wolf is round.', False)
('The lion is fierce.', 'The lion is reckless.', False)
('The lion is fierce.', 'The lion is reckless.', False)
('The hamster is funny.', 'The hamster is round.', False)
('The hamster is funny.', 'The hamster is adorable.', False)
('The wolf needs the hamster.', 'The wolf needs the hamster.', True)
('The wolf needs the hamster.', 'The wolf needs the hamster.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The lion is obese.', 'The lion is sleepy.', False)
('The lion is obese.', 'The lion is sleepy.', False)
('The dog is small.', 'The dog is cute.', False)
('The dog is small.', 'The dog is cute.', False)
('The snake needs the dog.', 'The snake needs the dog.', True)
('The snake needs the dog.', 'The snake needs the dog.', True)
('The hamster is quiet.', 'The hamster is round.', False)
('The hamster is quiet.', 'The hamster is round.', False)
('The leopard is tired.', 'The leopard is tired.', True)
('The leopard is tired.', 'The leopard is beautiful.', False)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is beautiful.', False)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The leopard likes the dog.', 'The leopard likes the dog.', True)
('The leopard likes the dog.', 'The leopard likes the dog.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The leopard is tired.', 'The leopard is nice.', False)
('The leopard is tired.', 'The leopard is tired.', True)
('The crocodile is fierce.', 'The crocodile is big.', False)
('The crocodile is fierce.', 'The crocodile is big.', False)
('The mouse is funny.', 'The mouse is cute.', False)
('The mouse is funny.', 'The mouse is cute.', False)
('The leopard visits the mouse.', 'The leopard visits the mouse.', True)
('The leopard visits the mouse.', 'The leopard visits the mouse.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cheetah is lazy.', 'The cheetah is smart.', False)
('The cheetah is lazy.', 'The cheetah is smart.', False)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The cheetah visits the rabbit.', 'The cheetah visits the rabbit.', True)
('The cheetah visits the rabbit.', 'The cheetah visits the rabbit.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The leopard is fierce.', 'The leopard is beautiful.', False)
('The leopard is fierce.', 'The leopard is beautiful.', False)
('The squirrel is adorable.', 'The squirrel is beautiful.', False)
('The squirrel is adorable.', 'The squirrel is beautiful.', False)
('The cheetah sees the squirrel.', 'The cheetah sees the squirrel.', True)
('The cheetah sees the squirrel.', 'The cheetah sees the squirrel.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The falcon is rough.', 'The falcon is boring.', False)
('The falcon is rough.', 'The falcon is boring.', False)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The falcon needs the rabbit.', 'The falcon needs the rabbit.', True)
('The falcon needs the rabbit.', 'The falcon needs the rabbit.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The lion is slow.', 'The lion is slow.', True)
('The lion is slow.', 'The lion is slow.', True)
('The bear is big.', 'The bear is slow.', False)
('The bear is big.', 'The bear is slow.', False)
('The hamster is cute.', 'The hamster is beautiful.', False)
('The hamster is cute.', 'The hamster is beautiful.', False)
('The lion needs the hamster.', 'The lion needs the hamster.', True)
('The lion needs the hamster.', 'The lion needs the hamster.', True)
('The hamster is round.', 'The hamster is beautiful.', False)
('The hamster is round.', 'The hamster is beautiful.', False)
('The cheetah is dull.', 'The cheetah is round.', False)
('The cheetah is dull.', 'The cheetah is round.', False)
('The wolf is strong.', 'The wolf is dull.', False)
('The wolf is strong.', 'The wolf is dull.', False)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cheetah likes the cat.', 'The cheetah likes the cat.', True)
('The cheetah likes the cat.', 'The cheetah likes the cat.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The wolf is lazy.', 'The wolf is smart.', False)
('The wolf is lazy.', 'The wolf is smart.', False)
('The cheetah is fierce.', 'The cheetah is beautiful.', False)
('The cheetah is fierce.', 'The cheetah is beautiful.', False)
('The dog is lovely.', 'The dog is beautiful.', False)
('The dog is lovely.', 'The dog is beautiful.', False)
('The wolf sees the dog.', 'The wolf sees the dog.', True)
('The wolf sees the dog.', 'The wolf sees the dog.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The tiger is obese.', 'The tiger is sleepy.', False)
('The tiger is obese.', 'The tiger is sleepy.', False)
('The dog is small.', 'The dog is sleepy.', False)
('The dog is small.', 'The dog is sleepy.', False)
('The cheetah sees the dog.', 'The cheetah sees the dog.', True)
('The cheetah sees the dog.', 'The cheetah sees the dog.', True)
('The cat is quiet.', 'The cat is nice.', False)
('The cat is quiet.', 'The cat is nice.', False)
('The crocodile is lazy.', 'The crocodile is reckless.', False)
('The crocodile is lazy.', 'The crocodile is reckless.', False)
('The leopard is strong.', 'The leopard is nice.', False)
('The leopard is strong.', 'The leopard is nice.', False)
('The hamster is funny.', 'The hamster is beautiful.', False)
('The hamster is funny.', 'The hamster is beautiful.', False)
('The crocodile visits the hamster.', 'The crocodile visits the hamster.', True)
('The crocodile visits the hamster.', 'The crocodile visits the hamster.', True)
('The mouse is quiet.', 'The mouse is nice.', False)
('The mouse is quiet.', 'The mouse is nice.', False)
('The snake is lazy.', 'The snake is awful.', False)
('The snake is lazy.', 'The snake is awful.', False)
('The wolf is obese.', 'The wolf is awful.', False)
('The wolf is obese.', 'The wolf is awful.', False)
('The squirrel is cute.', 'The squirrel is nice.', False)
('The squirrel is cute.', 'The squirrel is nice.', False)
('The snake likes the squirrel.', 'The snake likes the squirrel.', True)
('The snake likes the squirrel.', 'The snake likes the squirrel.', True)
('The dog is kind.', 'The dog is nice.', False)
('The dog is kind.', 'The dog is nice.', False)
('The falcon is slow.', 'The falcon is slow.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The leopard is fierce.', 'The leopard is slow.', False)
('The leopard is fierce.', 'The leopard is slow.', False)
('The rabbit is furry.', 'The rabbit is slow.', False)
('The rabbit is furry.', 'The rabbit is slow.', False)
('The falcon sees the rabbit.', 'The falcon sees the rabbit.', True)
('The falcon sees the rabbit.', 'The falcon sees the rabbit.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The tiger is dull.', 'The tiger is nice.', False)
('The tiger is dull.', 'The tiger is nice.', False)
('The dinosaur is strong.', 'The dinosaur is round.', False)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The rabbit is cute.', 'The rabbit is lovely.', False)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The tiger needs the rabbit.', 'The tiger needs the rabbit.', True)
('The tiger needs the rabbit.', 'The tiger needs the rabbit.', True)
('The hamster is round.', 'The hamster is nice.', False)
('The hamster is round.', 'The hamster is nice.', False)
('The leopard is slow.', 'The leopard is round.', False)
('The leopard is slow.', 'The leopard is round.', False)
('The tiger is fierce.', 'The tiger is beautiful.', False)
('The tiger is fierce.', 'The tiger is beautiful.', False)
('The cat is adorable.', 'The cat is nice.', False)
('The cat is adorable.', 'The cat is nice.', False)
('The leopard sees the cat.', 'The leopard sees the cat.', True)
('The leopard sees the cat.', 'The leopard sees the cat.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The lion is tired.', 'The lion is nice.', False)
('The lion is tired.', 'The lion is nice.', False)
('The tiger is heavy.', 'The tiger is beautiful.', False)
('The tiger is heavy.', 'The tiger is beautiful.', False)
('The squirrel is small.', 'The squirrel is beautiful.', False)
('The squirrel is small.', 'The squirrel is beautiful.', False)
('The lion chases the squirrel.', 'The lion chases the squirrel.', True)
('The lion chases the squirrel.', 'The lion chases the squirrel.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The tiger is obese.', 'The tiger is big.', False)
('The tiger is obese.', 'The tiger is big.', False)
('The mouse is furry.', 'The mouse is cute.', False)
('The mouse is furry.', 'The mouse is cute.', False)
('The cheetah chases the mouse.', 'The cheetah chases the mouse.', True)
('The cheetah chases the mouse.', 'The cheetah chases the mouse.', True)
('The rabbit is round.', 'The rabbit is nice.', False)
('The rabbit is round.', 'The rabbit is nice.', False)
('The falcon is angry.', 'The falcon is round.', False)
('The falcon is angry.', 'The falcon is round.', False)
('The leopard is heavy.', 'The leopard is nice.', False)
('The leopard is heavy.', 'The leopard is nice.', False)
('The dog is cute.', 'The dog is nice.', False)
('The dog is cute.', 'The dog is nice.', False)
('The falcon attacks the dog.', 'The falcon attacks the dog.', True)
('The falcon attacks the dog.', 'The falcon attacks the dog.', True)
('The cat is round.', 'The cat is beautiful.', False)
('The cat is round.', 'The cat is beautiful.', False)
('The tiger is angry.', 'The tiger is round.', False)
('The tiger is angry.', 'The tiger is round.', False)
('The snake is awful.', 'The snake is awful.', True)
('The snake is awful.', 'The snake is awful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The tiger sees the hamster.', 'The tiger sees the hamster.', True)
('The tiger sees the hamster.', 'The tiger sees the hamster.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The cheetah is boring.', 'The cheetah is round.', False)
('The snake is fierce.', 'The snake is big.', False)
('The snake is fierce.', 'The snake is big.', False)
('The rabbit is adorable.', 'The rabbit is beautiful.', False)
('The rabbit is adorable.', 'The rabbit is beautiful.', False)
('The cheetah sees the rabbit.', 'The cheetah sees the rabbit.', True)
('The cheetah sees the rabbit.', 'The cheetah sees the rabbit.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The cheetah is dull.', 'The cheetah is smart.', False)
('The cheetah is dull.', 'The cheetah is smart.', False)
('The leopard is obese.', 'The leopard is dull.', False)
('The leopard is obese.', 'The leopard is dull.', False)
('The cat is funny.', 'The cat is round.', False)
('The cat is funny.', 'The cat is round.', False)
('The cheetah needs the cat.', 'The cheetah needs the cat.', True)
('The cheetah needs the cat.', 'The cheetah needs the cat.', True)
('The cat is nice.', 'The cat is big.', False)
('The cat is nice.', 'The cat is big.', False)
('The leopard is lazy.', 'The leopard is big.', False)
('The leopard is lazy.', 'The leopard is big.', False)
('The tiger is obese.', 'The tiger is lazy.', False)
('The tiger is obese.', 'The tiger is lazy.', False)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The leopard chases the squirrel.', 'The leopard chases the squirrel.', True)
('The leopard chases the squirrel.', 'The leopard chases the squirrel.', True)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The lion is tired.', 'The lion is slow.', False)
('The lion is tired.', 'The lion is slow.', False)
('The leopard is big.', 'The leopard is big.', True)
('The leopard is big.', 'The leopard is big.', True)
('The dog is lovely.', 'The dog is beautiful.', False)
('The dog is lovely.', 'The dog is beautiful.', False)
('The lion visits the dog.', 'The lion visits the dog.', True)
('The lion visits the dog.', 'The lion visits the dog.', True)
('The dog is quiet.', 'The dog is round.', False)
('The dog is quiet.', 'The dog is round.', False)
('The falcon is dull.', 'The falcon is dull.', True)
('The falcon is dull.', 'The falcon is dull.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cat is furry.', 'The cat is round.', False)
('The cat is furry.', 'The cat is round.', False)
('The falcon likes the cat.', 'The falcon likes the cat.', True)
('The falcon likes the cat.', 'The falcon likes the cat.', True)
('The hamster is smart.', 'The hamster is adorable.', False)
('The hamster is smart.', 'The hamster is adorable.', False)
('The tiger is dull.', 'The tiger is dull.', True)
('The tiger is dull.', 'The tiger is dull.', True)
('The crocodile is fierce.', 'The crocodile is dull.', False)
('The crocodile is fierce.', 'The crocodile is dull.', False)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The tiger attacks the squirrel.', 'The tiger attacks the squirrel.', True)
('The tiger attacks the squirrel.', 'The tiger attacks the squirrel.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The bear is slow.', 'The bear is boring.', False)
('The bear is slow.', 'The bear is boring.', False)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The squirrel is furry.', 'The squirrel is heavy.', False)
('The squirrel is furry.', 'The squirrel is heavy.', False)
('The bear needs the squirrel.', 'The bear needs the squirrel.', True)
('The bear needs the squirrel.', 'The bear needs the squirrel.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The cheetah is tired.', 'The cheetah is round.', False)
('The cheetah is tired.', 'The cheetah is round.', False)
('The dinosaur is awful.', 'The dinosaur is beautiful.', False)
('The dinosaur is awful.', 'The dinosaur is beautiful.', False)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cheetah visits the cat.', 'The cheetah visits the cat.', True)
('The cheetah visits the cat.', 'The cheetah visits the cat.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The wolf is dull.', 'The wolf is smart.', False)
('The wolf is dull.', 'The wolf is smart.', False)
('The crocodile is obese.', 'The crocodile is dull.', False)
('The crocodile is obese.', 'The crocodile is dull.', False)
('The rabbit is furry.', 'The rabbit is adorable.', False)
('The rabbit is furry.', 'The rabbit is adorable.', False)
('The wolf visits the rabbit.', 'The wolf visits the rabbit.', True)
('The wolf visits the rabbit.', 'The wolf visits the rabbit.', True)
('The rabbit is quiet.', 'The rabbit is round.', False)
('The rabbit is quiet.', 'The rabbit is round.', False)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The tiger is big.', 'The tiger is sleepy.', False)
('The tiger is big.', 'The tiger is sleepy.', False)
('The hamster is small.', 'The hamster is beautiful.', False)
('The hamster is small.', 'The hamster is beautiful.', False)
('The lion likes the hamster.', 'The lion likes the hamster.', True)
('The lion likes the hamster.', 'The lion likes the hamster.', True)
('The hamster is smart.', 'The hamster is cute.', False)
('The hamster is smart.', 'The hamster is cute.', False)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The crocodile is fierce.', 'The crocodile is slow.', False)
('The crocodile is fierce.', 'The crocodile is slow.', False)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dinosaur sees the dog.', 'The dinosaur sees the dog.', True)
('The dinosaur sees the dog.', 'The dinosaur sees the dog.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is slow.', False)
('The tiger is tired.', 'The tiger is round.', False)
('The tiger is tired.', 'The tiger is round.', False)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The hamster is furry.', 'The hamster is adorable.', False)
('The hamster is furry.', 'The hamster is adorable.', False)
('The tiger needs the hamster.', 'The tiger needs the hamster.', True)
('The tiger needs the hamster.', 'The tiger needs the hamster.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The snake is boring.', 'The snake is boring.', True)
('The snake is boring.', 'The snake is boring.', True)
('The cheetah is awful.', 'The cheetah is boring.', False)
('The cheetah is awful.', 'The cheetah is boring.', False)
('The rabbit is furry.', 'The rabbit is lovely.', False)
('The rabbit is furry.', 'The rabbit is lovely.', False)
('The snake sees the rabbit.', 'The snake sees the rabbit.', True)
('The snake sees the rabbit.', 'The snake sees the rabbit.', True)
('The squirrel is kind.', 'The squirrel is nice.', False)
('The squirrel is kind.', 'The squirrel is nice.', False)
('The crocodile is tired.', 'The crocodile is slow.', False)
('The crocodile is tired.', 'The crocodile is slow.', False)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The crocodile attacks the mouse.', 'The crocodile attacks the mouse.', True)
('The crocodile attacks the mouse.', 'The crocodile attacks the mouse.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The bear is tired.', 'The bear is tired.', True)
('The bear is tired.', 'The bear is tired.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The bear visits the squirrel.', 'The bear visits the squirrel.', True)
('The bear visits the squirrel.', 'The bear visits the squirrel.', True)
('The rabbit is quiet.', 'The rabbit is beautiful.', False)
('The rabbit is quiet.', 'The rabbit is beautiful.', False)
('The lion is angry.', 'The lion is beautiful.', False)
('The lion is angry.', 'The lion is beautiful.', False)
('The wolf is fierce.', 'The wolf is beautiful.', False)
('The wolf is fierce.', 'The wolf is beautiful.', False)
('The mouse is cute.', 'The mouse is beautiful.', False)
('The mouse is cute.', 'The mouse is beautiful.', False)
('The lion chases the mouse.', 'The lion chases the mouse.', True)
('The lion chases the mouse.', 'The lion chases the mouse.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The lion is lazy.', 'The lion is reckless.', False)
('The lion is lazy.', 'The lion is slow.', False)
('The dinosaur is awful.', 'The dinosaur is nice.', False)
('The dinosaur is awful.', 'The dinosaur is nice.', False)
('The mouse is adorable.', 'The mouse is nice.', False)
('The mouse is adorable.', 'The mouse is cute.', False)
('The lion sees the mouse.', 'The lion sees the mouse.', True)
('The lion sees the mouse.', 'The lion sees the mouse.', True)
('The hamster is quiet.', 'The hamster is nice.', False)
('The hamster is quiet.', 'The hamster is nice.', False)
('The dinosaur is boring.', 'The dinosaur is boring.', True)
('The dinosaur is boring.', 'The dinosaur is boring.', True)
('The wolf is fierce.', 'The wolf is beautiful.', False)
('The wolf is fierce.', 'The wolf is beautiful.', False)
('The mouse is small.', 'The mouse is beautiful.', False)
('The mouse is small.', 'The mouse is beautiful.', False)
('The dinosaur sees the mouse.', 'The dinosaur sees the mouse.', True)
('The dinosaur sees the mouse.', 'The dinosaur sees the mouse.', True)
('The dog is round.', 'The dog is nice.', False)
('The dog is round.', 'The dog is nice.', False)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The falcon is heavy.', 'The falcon is slow.', False)
('The falcon is heavy.', 'The falcon is slow.', False)
('The squirrel is small.', 'The squirrel is nice.', False)
('The squirrel is small.', 'The squirrel is nice.', False)
('The dinosaur attacks the squirrel.', 'The dinosaur attacks the squirrel.', True)
('The dinosaur attacks the squirrel.', 'The dinosaur attacks the squirrel.', True)
('The mouse is quiet.', 'The mouse is nice.', False)
('The mouse is quiet.', 'The mouse is nice.', False)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The cat is furry.', 'The cat is beautiful.', False)
('The cat is furry.', 'The cat is beautiful.', False)
('The cheetah sees the cat.', 'The cheetah sees the cat.', True)
('The cheetah sees the cat.', 'The cheetah sees the cat.', True)
('The cat is kind.', 'The cat is sleepy.', False)
('The cat is kind.', 'The cat is sleepy.', False)
('The tiger is tired.', 'The tiger is sleepy.', False)
('The tiger is tired.', 'The tiger is sleepy.', False)
('The bear is fierce.', 'The bear is lovely.', False)
('The bear is fierce.', 'The bear is lovely.', False)
('The mouse is funny.', 'The mouse is nice.', False)
('The mouse is funny.', 'The mouse is nice.', False)
('The tiger likes the mouse.', 'The tiger likes the mouse.', True)
('The tiger likes the mouse.', 'The tiger likes the mouse.', True)
('The dog is kind.', 'The dog is nice.', False)
('The dog is kind.', 'The dog is nice.', False)
('The bald eagle is rough.', 'The bald eagle is kind.', False)
('The bald eagle is rough.', 'The bald eagle is kind.', False)
('The cheetah is big.', 'The cheetah is big.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The rabbit is furry.', 'The rabbit is nice.', False)
